path,sha256,raw_rows,filtered_rows,ticker,capture,session
code/data/ladder/options-04-14-2026/AAPL_dte_ladder_20260414_001909.csv,f18b52c58120748732ffc5228488cd33578e228dd0cc86b5c6700ec7c2f0c779,1402,540,AAPL,2026-04-14T00:19:09.731,2026-04-13
code/data/ladder/options-04-14-2026/ABBV_dte_ladder_20260414_002613.csv,eff455713541f32b64f5628d9de330a03ffd5fed6f86fabf8a950e89b0d0bf1a,672,232,ABBV,2026-04-14T00:26:13.733,2026-04-13
code/data/ladder/options-04-14-2026/AMD_dte_ladder_20260414_001859.csv,7931578f676b500c01cdca1de5478a3cf5babfbcf47aeff468c973e8defab825,1212,370,AMD,2026-04-14T00:18:59.526,2026-04-13
code/data/ladder/options-04-14-2026/BAC_dte_ladder_20260414_001955.csv,0311c5ad0a03f713aaea5a7d0bd96ec3487ba292453809f4d554a3945425caa2,500,276,BAC,2026-04-14T00:19:55.222,2026-04-13
code/data/ladder/options-04-14-2026/CVX_dte_ladder_20260414_002451.csv,1b29da0a1dcf1e17f105444077a607e0bae34e3de00b33e01b0e0b1449a66d72,640,271,CVX,2026-04-14T00:24:51.002,2026-04-13
code/data/ladder/options-04-14-2026/GS_dte_ladder_20260414_001944.csv,0a9b8e35f605e0fae41c70175f1261324cc160058be37737234a19054b072ce5,2126,1047,GS,2026-04-14T00:19:44.662,2026-04-13
code/data/ladder/options-04-14-2026/INTC_dte_ladder_20260414_001903.csv,e91ac0fa056e78ae8cc8c854aa9bfe63aefc8f0784a0c1d163dc277b638d8b64,850,309,INTC,2026-04-14T00:19:03.532,2026-04-13
code/data/ladder/options-04-14-2026/IWM_dte_ladder_20260414_002754.csv,3aea96159f777ec3bef3a0e30e051427e23900bd953c74935d424e668e9a48db,2532,1812,IWM,2026-04-14T00:27:54.528,2026-04-13
code/data/ladder/options-04-14-2026/JNJ_dte_ladder_20260414_001906.csv,98453f92f0e0485af30d56dcbfe0c10dacec083c5cc292628c7128ae82d0dd6b,682,241,JNJ,2026-04-14T00:19:06.835,2026-04-13
code/data/ladder/options-04-14-2026/JPM_dte_ladder_20260414_002000.csv,2ebdd0c16687c923edc5b27d738e44ba65569c1bc00b87f78042aa0359db5756,944,416,JPM,2026-04-14T00:20:00.124,2026-04-13
code/data/ladder/options-04-14-2026/LLY_dte_ladder_20260414_002627.csv,f72c5e2a469278c5ff7440e407d50992daefebc1def234fb5577c55c8ec20853,1792,958,LLY,2026-04-14T00:26:27.745,2026-04-13
code/data/ladder/options-04-14-2026/MRNA_dte_ladder_20260414_002559.csv,29e28b115699f3a054e1f8a91c7086368d84355d28d7a206d36d15ff0c0b1b1b,700,310,MRNA,2026-04-14T00:25:59.728,2026-04-13
code/data/ladder/options-04-14-2026/MSFT_dte_ladder_20260414_001934.csv,7443e1c9cf567b9bcd82fd92dc2aad5f0ba08f00bf4d0e4583ea80dd46e43a9d,1588,722,MSFT,2026-04-14T00:19:34.126,2026-04-13
code/data/ladder/options-04-14-2026/MU_dte_ladder_20260414_001902.csv,37c264ca912cfbb371ba165b1bfff2a8ebb16ae298f84f2da5d21ecad9a24557,2240,587,MU,2026-04-14T00:19:02.192,2026-04-13
code/data/ladder/options-04-14-2026/NVDA_dte_ladder_20260414_001900.csv,88e94f1326df8d1d88331e7c2f242393fe2eb8047065141a2ef22e37a4390ff3,1810,536,NVDA,2026-04-14T00:19:00.767,2026-04-13
code/data/ladder/options-04-14-2026/OXY_dte_ladder_20260414_002455.csv,8247b8ea0c8772093f0a16bfe4c5e8260ca3d033e8d9529f35b7d37d0bcc8a10,552,281,OXY,2026-04-14T00:24:55.861,2026-04-13
code/data/ladder/options-04-14-2026/QQQ_dte_ladder_20260414_002718.csv,d74d6b0ef1c6b0e73514100d2ad53f8e716d67ef3db344902dfcc18e98aa443e,5300,3315,QQQ,2026-04-14T00:27:18.356,2026-04-13
code/data/ladder/options-04-14-2026/SPY_dte_ladder_20260414_002501.csv,1bb0fc8243ff1fde09f24b93a7f7362cd6ba06636c21b8fc5bc4af103b657601,6320,4208,SPY,2026-04-14T00:25:01.137,2026-04-13
code/data/ladder/options-04-14-2026/TGT_dte_ladder_20260414_001905.csv,803d1b10a3969d4eddc205cda597220f2f700011801f791638fe035144153a53,724,428,TGT,2026-04-14T00:19:05.430,2026-04-13
code/data/ladder/options-04-14-2026/UPS_dte_ladder_20260414_001908.csv,cc60de33ae50e8b5741df97e1e026a364b83a766945e3fe5cc33a20b41027597,654,360,UPS,2026-04-14T00:19:08.293,2026-04-13
code/data/ladder/options-04-14-2026/WFC_dte_ladder_20260414_001950.csv,fe4d22e6d9eaa724d69e224ad92bf26992dad5e1793845900945ff98c298e492,642,335,WFC,2026-04-14T00:19:50.258,2026-04-13
code/data/ladder/options-04-14-2026/WMT_dte_ladder_20260414_001939.csv,3c596413501959dd63209fadb62835ee5505fe95dc502e8ff293932394789b01,704,406,WMT,2026-04-14T00:19:39.640,2026-04-13
code/data/ladder/options-04-14-2026/XOM_dte_ladder_20260414_002446.csv,8b144877ea4ffe77f224e2ac97c24f08ff6d611c11ebe2982e48276d626a2b1f,718,290,XOM,2026-04-14T00:24:46.074,2026-04-13
code/data/ladder/options-04-15-2026/AAPL_dte_ladder_20260415_203716.csv,752de76bfba0274df87846e9e2fbe9e36411b3e0ff1b781634b115cedc180365,1176,455,AAPL,2026-04-15T20:37:16.340,2026-04-15
code/data/ladder/options-04-15-2026/ABBV_dte_ladder_20260415_203614.csv,1f6f35f650b974c9be6165096c4debbfe096e56b09ba3beb97e52ec70d273a23,504,201,ABBV,2026-04-15T20:36:14.212,2026-04-15
code/data/ladder/options-04-15-2026/AMD_dte_ladder_20260415_203654.csv,a67940b10b2b0df47fa734160f51bb192e6ed2f660ed9b17560335ff22b9201e,896,274,AMD,2026-04-15T20:36:54.992,2026-04-15
code/data/ladder/options-04-15-2026/AMGN_dte_ladder_20260415_203845.csv,c040ec4c05f2a78b32b25ee85ff64163885998edf927fae79215f9f616f3b26b,768,320,AMGN,2026-04-15T20:38:45.305,2026-04-15
code/data/ladder/options-04-15-2026/AVGO_dte_ladder_20260415_203911.csv,62d6fe78aa644228321c3d286a8a205fe05da7fd6848e69a514e3d7bd29e5af1,1582,594,AVGO,2026-04-15T20:39:11.906,2026-04-15
code/data/ladder/options-04-15-2026/BAC_dte_ladder_20260415_203626.csv,ab2375fd9db0f5b3bfacd7fdee00cb55839d9f4b8540f809c8a7641a0c2fdfd0,362,176,BAC,2026-04-15T20:36:26.518,2026-04-15
code/data/ladder/options-04-15-2026/BMY_dte_ladder_20260415_203840.csv,85711ae04163266e19bb75044cf1291d7535efd077777fe2fd76b94deaef7c24,318,151,BMY,2026-04-15T20:38:40.023,2026-04-15
code/data/ladder/options-04-15-2026/CVX_dte_ladder_20260415_203622.csv,9484586a808c3e7b0b60705cc088ad96bed975bee2c9d033630c13f5288bf760,492,206,CVX,2026-04-15T20:36:22.409,2026-04-15
code/data/ladder/options-04-15-2026/GOOG_dte_ladder_20260415_203850.csv,83a76e11445a8fbccdcd9664cd4bfcde8719ca91635d0aa03f8fde2c592e5d2f,810,362,GOOG,2026-04-15T20:38:50.854,2026-04-15
code/data/ladder/options-04-15-2026/GS_dte_ladder_20260415_203735.csv,0a3421d92a506c770e49920a0acc167360ec4a616571557fd3840aad24afc484,1548,708,GS,2026-04-15T20:37:35.024,2026-04-15
code/data/ladder/options-04-15-2026/INTC_dte_ladder_20260415_203638.csv,d25e623acb886c83d96ca242a6b2edce692b501a7763c3cfa444ec085c68aea2,636,222,INTC,2026-04-15T20:36:38.748,2026-04-15
code/data/ladder/options-04-15-2026/IWM_dte_ladder_20260415_203739.csv,5806cee2831663fc287f9312f1f134951f42bfc8b6ec8c8c828a4c7d572d7e66,2352,1587,IWM,2026-04-15T20:37:39.779,2026-04-15
code/data/ladder/options-04-15-2026/JNJ_dte_ladder_20260415_203618.csv,a6f77b5f5030e3def37b920b710c30cb6cedf6cb4d1a3336ec185b0d4cf67512,528,167,JNJ,2026-04-15T20:36:18.164,2026-04-15
code/data/ladder/options-04-15-2026/JPM_dte_ladder_20260415_203703.csv,39f14bbb0f13372e88d9daaf3c68d3e35fd6162426ebf0bb07530f5487e79342,732,308,JPM,2026-04-15T20:37:03.376,2026-04-15
code/data/ladder/options-04-15-2026/LLY_dte_ladder_20260415_203730.csv,49a612274942eb3084ff58d662abf9b07ec3ec17f8c0994ba4a5936e7724bcde,1312,614,LLY,2026-04-15T20:37:30.391,2026-04-15
code/data/ladder/options-04-15-2026/META_dte_ladder_20260415_203856.csv,56fcf2864bf7fe18e730332d3b1e99f5e0bd8901a7320d8826f4e8fc4743f93b,2954,983,META,2026-04-15T20:38:56.653,2026-04-15
code/data/ladder/options-04-15-2026/MRNA_dte_ladder_20260415_203642.csv,91e2953f20899372e13b4cb1a6e54112491136fb061e4e54e2297ad8e5744e50,528,221,MRNA,2026-04-15T20:36:42.791,2026-04-15
code/data/ladder/options-04-15-2026/MSFT_dte_ladder_20260415_203725.csv,885541302f8964670c41059429c486b26e8ae4709b6c85435ad0c82ca9cd8928,1300,599,MSFT,2026-04-15T20:37:25.794,2026-04-15
code/data/ladder/options-04-15-2026/MU_dte_ladder_20260415_203721.csv,63799f7cf57a2ddc5757cd3f5298be2891a24786a2fe588ce9ca855a4aad2e03,1720,470,MU,2026-04-15T20:37:21.090,2026-04-15
code/data/ladder/options-04-15-2026/NVDA_dte_ladder_20260415_203711.csv,28de61eff1c7de0ff1106002ca873be2fe2a09ef0077df9b6048da598c643e84,1274,367,NVDA,2026-04-15T20:37:11.678,2026-04-15
code/data/ladder/options-04-15-2026/OXY_dte_ladder_20260415_203630.csv,953e5148ac55bf2646c14c52d7091f39aef1998b7d7f9de95344b752719e8150,404,178,OXY,2026-04-15T20:36:30.509,2026-04-15
code/data/ladder/options-04-15-2026/PFE_dte_ladder_20260415_203830.csv,ddb06b315921d9ae736098e1be6592be9af5038b7fc8eab361a9d8a658df1a60,320,101,PFE,2026-04-15T20:38:30.217,2026-04-15
code/data/ladder/options-04-15-2026/QCOM_dte_ladder_20260415_203921.csv,1fde956099b5b999d4ad8d639034b9c5f0e1616b85a4f152af8f6022d25bb458,586,299,QCOM,2026-04-15T20:39:21.909,2026-04-15
code/data/ladder/options-04-15-2026/QQQ_dte_ladder_20260415_203745.csv,299d1348725dc42e700f2ab6bc32c87c0fe4e83031b05940555b74db67cc013a,4470,3071,QQQ,2026-04-15T20:37:45.096,2026-04-15
code/data/ladder/options-04-15-2026/SPY_dte_ladder_20260415_203756.csv,6a02ead84dc922eba11a7920b11011867df9810a060e9e82274837a2a45b54db,5710,3540,SPY,2026-04-15T20:37:56.014,2026-04-15
code/data/ladder/options-04-15-2026/TGT_dte_ladder_20260415_203707.csv,a394dd1a89354347cbed7df3dbec629a653bd2c4a150b9863ffa204dfb3c3410,514,277,TGT,2026-04-15T20:37:07.473,2026-04-15
code/data/ladder/options-04-15-2026/UNH_dte_ladder_20260415_203834.csv,d6edb72144bb2ec4761dac834e7704d9011fd79e37848de4cf1d227831487f61,788,304,UNH,2026-04-15T20:38:34.960,2026-04-15
code/data/ladder/options-04-15-2026/UPS_dte_ladder_20260415_203650.csv,4b4580706107410ff590b98b057342b2790e322f31c2c08dd110251d4435fdb0,470,248,UPS,2026-04-15T20:36:50.862,2026-04-15
code/data/ladder/options-04-15-2026/WFC_dte_ladder_20260415_203646.csv,4dcda3421ba7adb8a6aff486cf764f0fcf628395a1b47633ef908dfa04c7d97e,478,230,WFC,2026-04-15T20:36:46.859,2026-04-15
code/data/ladder/options-04-15-2026/WMT_dte_ladder_20260415_203659.csv,fbc16c759101662b66baa79e0e4ddcf979d2b8b07986f29c13a246e285999978,500,270,WMT,2026-04-15T20:36:59.217,2026-04-15
code/data/ladder/options-04-15-2026/XOM_dte_ladder_20260415_203634.csv,340f99e54625c0d8cf2d94b28f6cce6e9f1995acb8c99c94c4726658446e81c8,566,208,XOM,2026-04-15T20:36:34.609,2026-04-15
