ticker,path,step,date,day,dte,spot,put_value,call_value,put_iv,call_iv
GS,1,0,2026-04-28,0,31,926.38,17.258588034303084,16.065569747547535,31.58329059639524,29.306150099919098
GS,1,1,2026-04-29,1,30,918.0162248488144,20.825178144377748,14.298632060729393,32.983240324386806,30.703798815553434
GS,1,2,2026-04-30,2,29,927.4303752461981,16.52233636969924,15.91551003875981,32.12412083599824,29.84775032329892
GS,1,3,2026-05-01,3,28,954.7524266958922,8.29063062297626,24.305330268468918,30.510189761034724,28.231162960042127
GS,1,4,2026-05-04,6,25,928.9017576179872,14.670411988276761,14.798321487598127,32.744634973626,30.473034735159093
GS,1,5,2026-05-05,7,24,934.4476363579361,12.234176186251215,15.571974811228936,32.18714131133382,29.918737199176192
GS,1,6,2026-05-06,8,23,946.7323400839533,9.364778323517594,20.058179000918756,32.775758740735625,30.5154973792318
GS,1,7,2026-05-07,9,22,950.2649050044467,7.897638160818975,20.40716719405597,32.271898127046654,30.031970718877393
GS,1,8,2026-05-08,10,21,956.2944143305504,6.359507360772041,22.239929959568865,32.13836011876268,29.922282878483674
GS,1,9,2026-05-11,13,18,940.9019047393874,8.185236057619262,14.623403161435713,32.87956715213142,30.687542760517278
GS,1,10,2026-05-12,14,17,949.9481636017312,4.983786773557952,15.632313527005994,30.761715273442647,28.586481789197453
GS,1,11,2026-05-13,15,16,961.6845920377918,3.7404660626299764,21.230034887994943,32.36589111585582,30.21271227052206
GS,1,12,2026-05-14,16,15,959.9004640952188,3.347542798815543,19.15457927977358,31.79639286306858,29.650471352369912
GS,1,13,2026-05-15,17,14,948.5282925579749,4.7881540525692925,14.396044161005046,32.84315101214685,30.69920863905163
GS,1,14,2026-05-18,20,11,959.322984600613,2.22020294357752,16.143079682616992,32.86643814230374,30.732803929835377
GS,1,15,2026-05-19,21,10,944.1924413060833,3.871892695001237,10.30046487368561,34.3469363121579,32.14123046357807
GS,1,16,2026-05-20,22,9,933.5901745495987,5.254092350725263,6.846012585454276,35.29675252689269,33.04027930122162
GS,1,17,2026-05-21,23,8,920.4775234442994,6.932945221460796,3.255991735961385,34.64599076571639,32.33211250444982
GS,1,18,2026-05-22,24,7,931.7326246159145,3.5062726287791874,4.0339961888482625,33.5582585553793,31.217358469678913
GS,1,19,2026-05-26,28,3,913.5854495571483,2.9923659631227753,0.1800939940656829,33.94185476563783,31.483739677477057
GS,1,20,2026-05-27,29,2,914.7959431567056,1.5368984597824267,0.047617000261605376,33.86848132494398,31.819608368513574
GS,1,21,2026-05-28,30,1,893.3420228160841,4.675353196299497,1.647283934236788e-6,33.537682594939646,32.23081172739534
GS,1,22,2026-05-29,31,0,877.353154379365,12.646845620634963,0.0,35.28392854298008,37.77525191901288
